taxonomic lineage,TR2-64-1,WC-10-1,TR1-62-2,TR2-44-2,WC-30-2,TR1-52-2,TR1-42-2,TR2-24-2,WC-50-2,WC-40-2,WC-35-2,TR1-32-2,WC-20-2,TR2-34-2,Mel1-3,Mel1M-2,Mel2S-3,Mel3S-1,Ritt1-3,Ritt3-3,Ritt3M-3
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,62,0,0,0,266,0,0,0,0,0,41,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,20,0,0,0,0,0,0,0,4,0,0,10,2,112,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,0,123,0,0,0,0,0,23,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,22,56,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,41,0,0,0,0,0,12,0,38,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,19
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,14
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,11,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,71,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,9,15,16,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,11,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,24
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,118,0,0,0,54,0,0,0,0,0,122,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,25,0,0,0,4,116,55,0,3,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Bacteroidia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
super kingdom.Bacteria;phylum.Bacteroidota;class.Kryptonia,0,0,19,203,0,1020,156,18,0,0,0,1219,0,772,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Kryptonia,2601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Kryptonia,0,0,0,0,0,322,0,0,0,0,0,153,0,79,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Kryptonia,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Kryptonia,0,0,0,0,0,20,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bacteroidota;class.Kryptonia,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Bdellovibrionia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Bdellovibrionia,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Bdellovibrionia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Bdellovibrionia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Oligoflexia,0,0,0,0,11,0,0,0,16,0,0,0,4,0,4,43,2,7,0,0,0
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Oligoflexia,0,0,0,0,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Oligoflexia,0,0,0,0,0,0,0,0,20,9,0,0,0,0,0,0,0,0,0,0,15
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Oligoflexia,0,0,0,0,15,0,0,0,0,0,13,0,6,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Oligoflexia,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Oligoflexia,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Oligoflexia,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Oligoflexia,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0,0,0
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Oligoflexia,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Oligoflexia,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Oligoflexia,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Oligoflexia,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Oligoflexia,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Oligoflexia,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Oligoflexia,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Oligoflexia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Oligoflexia,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Bdellovibrionota;class.Oligoflexia,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,1551,1690,0,1216,724,13,251,260,148,3927,22,1178,7406,70,210,269,2442,519,179
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,0,0,443,0,0,0,45,1024,577,0,1271,0,39,967,1485,1488,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,0,0,325,0,0,0,0,11,0,0,4111,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,0,0,192,0,0,0,0,0,0,0,237,0,0,0,0,48,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,0,0,87,0,0,0,0,21,75,0,0,0,0,8,55,29,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,0,0,250,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,0,0,198,0,0,0,0,0,0,0,13,0,17,0,0,27,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,68,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,115,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,29,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,0,33,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,17,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,0,0,0,0,0,0,7,0,16,0,0,0,4,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.AD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,0,0,0,44,0,0,0,26,0,18,0,10,0,0,29,90,75,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,0,72,582,12,1897,944,12,174,296,255,143,333,1026,4,7,34,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,3282,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,0,0,162,0,239,100,0,0,0,0,420,0,225,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,0,0,0,647,0,0,0,1065,183,340,0,94,0,123,917,780,1087,0,0,17
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,0,0,0,35,0,0,0,0,0,13,0,24,0,0,0,0,90,0,0,18
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0,15,17,22,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,0,0,0,24,0,0,0,74,54,159,0,8,0,52,73,0,102,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,6,62,265,0,0,24
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,65,23,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,24,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,67
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,214,9
super kingdom.Bacteria;phylum.Chloroflexi;class.Anaerolineae,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,25,479,0,0,0,0,0,212,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,24,0,0,0,400,0,0,0,0,0,164,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,10,0,0,4,145,0,0,0,0,30,0,31,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,10,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,45,18,0,0,0,0,0,7,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,59,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,24,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,10,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,22,7,42,0,47,0,525,707,389,47,27,0,322,330,54,98,57,54,87
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,49,0,0,0,11,0,0,0,0,0,0,0,0,38,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,151,0,0,0,161,36,30,0,9,0,0,0,56,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,490,616,0,625,515,0,0,0,0,1882,0,2703,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,17,0,0,33,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,5,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Chloroflexia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
super kingdom.Bacteria;phylum.Chloroflexi;class.JG30-KF-CM66,0,0,11,0,0,191,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.JG30-KF-CM66,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.JG30-KF-CM66,0,0,0,0,0,0,0,0,0,54,0,0,16,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.JG30-KF-CM66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.JG30-KF-CM66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.JG30-KF-CM66,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.JG30-KF-CM66,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.JG30-KF-CM66,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.KD4-96,0,0,668,242,0,2822,1022,6,7,0,0,367,0,862,6,0,0,0,555,89,85
super kingdom.Bacteria;phylum.Chloroflexi;class.KD4-96,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.KD4-96,0,0,302,0,0,136,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.KD4-96,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0
super kingdom.Bacteria;phylum.Chloroflexi;class.Ktedonobacteria,0,0,0,23,13,0,19,2,29,36,20,4,0,30,10,47,43,17,0,0,0
