"","ASV","TR2-64-1","WC-10-1","TR1-62-2","TR2-44-2","WC-30-2","TR1-52-2","TR1-42-2","TR2-24-2","WC-50-2","WC-40-2","WC-35-2","TR1-32-2","Mel1-3","Mel1M-2","Mel2S-3","Mel3S-1","Ritt1-3","Ritt3-3","Ritt3M-3","WC-20-2","TR2-34-2","count","reads","median","dev"
"879","ASV_921",0,0,0,0,0,0,0,0,0,0,0,0,0.0002906192,0,0,0,0,0.0008214927,0,0,0,"2",5.29577095238095e-05,0,0.000187138301344722
"880","ASV_922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006925091,0,0,0,0,0,"1",3.29766238095238e-05,0,0.000151117874771226
"881","ASV_923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001182333,0,0,0.00080098,0,0,"2",4.37720619047619e-05,0,0.000175401284510349
"882","ASV_924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006699675,"1",3.19032142857143e-05,0,0.000146198894376682
"883","ASV_925",0,0.001763513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",8.39768095238095e-05,0,0.000384830086263746
"884","ASV_926",0,0.001763513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",8.39768095238095e-05,0,0.000384830086263746
"885","ASV_927",0,0,0.0008384162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",3.9924580952381e-05,0,0.000182957414303678
"886","ASV_928",0,0,0,0.0007416397,0,0,0,0.0001870407,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",4.42228761904762e-05,0,0.000164915849711733
"887","ASV_929",0,0,0,0,0.0008245383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",3.92637285714286e-05,0,0.000179929008244772
"888","ASV_930",0,0,0,0,0,0,0.001071266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",5.10126666666667e-05,0,0.000233769406401551
"889","ASV_931",0,0,0,0,0,0,0,0,0,0.0005485594,0,0,0,0,0.0004127817,0,0,0,0,0,0,"2",4.57781476190476e-05,0,0.000146167324049391
"890","ASV_932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006555944,0.000219576,0,0,0,0,0,"2",4.1674780952381e-05,0,0.000148584168465445
"891","ASV_933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006756186,0,0,0,0,0,"1",3.21723142857143e-05,0,0.000147432065496195
"892","ASV_934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007538636,0.0002217233,0,"2",4.64565190476191e-05,0,0.0001691373964807
"893","ASV_935",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006536268,"1",3.11250857142857e-05,0,0.000142633061297703
"894","ASV_937",0,0.001719425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",8.18773809523809e-05,0,0.000375209295919021
"895","ASV_938",0,0.001719425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",8.18773809523809e-05,0,0.000375209295919021
"896","ASV_939",0,0,0,0,0.0004122691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005265929,0,"2",4.47077142857143e-05,0,0.000142353700179431
"897","ASV_940",0,0,0,0,0.0002061346,0,0,0,0,0,0,0,0,0,0,0.0004898235,0,0,0,0,0,"2",3.31408619047619e-05,0,0.00011387578390198
"898","ASV_941",0,0,0,0,0.0002473615,0,0,0.0003206413,0,0,0,0,0,0,0,0,0,0,0,0,0.0002451101,"3",3.87196619047619e-05,0,9.81310500024201e-05
"899","ASV_942",0,0,0,0,0.0001649077,0,0,0,0,0.0004293074,0.0002889659,0,0,0,0,0,0,0,0,0,0,"3",4.20562380952381e-05,0,0.00011354677762043
"900","ASV_943",0,0,0,0,0,0.0007583565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",3.61122142857143e-05,0,0.000165486955476751
"901","ASV_944",0,0,0,0,0,0.0007583565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",3.61122142857143e-05,0,0.000165486955476751
"902","ASV_946",0,0,0,0,0,0,0,0,0.0001766923,0.0007155123,0,0,0,0,0,0,0,0,0,0,0,"2",4.24859333333333e-05,0,0.00015894525396741
"903","ASV_947",0,0,0,0,0,0,0,0,0.0001177949,0.0005962603,0,0,0.0001660681,0,0,0,0,0,0,0,0,"3",4.19106333333333e-05,0,0.000134181606926077
"904","ASV_948",0,0,0,0,0,0,0,0,0,0,0.0008668978,0,0,0,0,0,0,0,0,0,0,"1",4.12808476190476e-05,0,0.000189172608966223
"905","ASV_949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000267094,0.000472933,0,0,0,0,0,"2",3.5239380952381e-05,0,0.000115958340354834
"906","ASV_950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006693644,0.00040049,0,0,"2",5.09454476190476e-05,0,0.00016642366550346
"907","ASV_951",0,0,0.000565931,0,0,0.0002138954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",3.71345904761905e-05,0,0.00012982114714014
"908","ASV_952",0,0,0,0.0008540093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",4.06671095238095e-05,0,0.000186360107687917
"909","ASV_953",0,0,0,0,0.0004328826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004711621,0,"2",4.30497476190476e-05,0,0.000136099627789321
"910","ASV_954",0,0,0,0,0.0001855211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008037471,0,"2",4.71080095238095e-05,0,0.000178020367306162
"911","ASV_955",0,0,0,0,0,0,0.001017703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",4.84620476190476e-05,0,0.00022208100154684
"912","ASV_956",0,0,0,0,0,0,0,0,0.000490812,0,0,0,0,6.498148e-05,0.0002428127,0,0,0,0,0,0,"3",3.80288657142857e-05,0,0.00011698438617834
"913","ASV_957",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001083025,0.0001699689,0.0004391521,0,0,0,0,0,"3",3.41630238095238e-05,0,0.000102216453982678
"914","ASV_958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009226884,0,0,0,0,0,0,"1",4.39375428571429e-05,0,0.000201347115993223
"915","ASV_959",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001053186,0,"1",5.01517142857143e-05,0,0.000229824026946084
"916","ASV_960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006209455,"1",2.95688333333333e-05,0,0.000135501416961533
"917","ASV_961",0,0,0,0,0.0005977902,0,0,0,0,0,0.0001778252,0,0,0,0,0,0,0,0,0,0,"2",3.69340666666667e-05,0,0.000134225238699692
"918","ASV_962",0,0,0,0,0.000226748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006125141,0,0,"2",3.99648619047619e-05,0,0.000140186872472855
"919","ASV_963",0,0,0,0,0,0,0,0,0.000530077,0,0,0,0,0.0002166049,0,0,0,0,0,0,0,"2",3.5556280952381e-05,0,0.000122749761143261
"920","ASV_964",0,0,0,0,0,0,0,0,0,0.0008824652,0,0,0,0,0,0,0,0,0,0,0,"1",4.20221523809524e-05,0,0.000192569694150683
"921","ASV_965",0,0,0,0,0,0,0,0,0,0.0008824652,0,0,0,0,0,0,0,0,0,0,0,"1",4.20221523809524e-05,0,0.000192569694150683
"922","ASV_966",0,0,0,0,0,0,0,0,0,0,0.0002667378,0,0,0.0003249074,0,0.0001689047,0,0,0,0,0,"3",3.62166619047619e-05,0,9.42597718052854e-05
"923","ASV_967",0,0,0,0,0,0,0,0,0,0,0.0008224415,0,0,0,0,0,0,0,0,0,0,"1",3.9163880952381e-05,0,0.000179471448972525
"924","ASV_968",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001949444,0.0001942502,0.0002026856,0,0,0,0.0002217233,0,"4",3.87430238095238e-05,0,8.19931929277175e-05
"925","ASV_969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001109345,0,0,0,0,"1",5.28259523809524e-05,0,0.000242078925443847
"926","ASV_970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008716547,0,0,"1",4.15073666666667e-05,0,0.000190210649648287
"927","ASV_971",0.001186904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",5.65192380952381e-05,0,0.00025900368679266
"928","ASV_972",0,0.001587162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",7.55791428571429e-05,0,0.000346347143102738
"929","ASV_973",0,0,0.0002934457,0,0,0.0004277908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",3.43445952380952e-05,0,0.00011053161804427
"930","ASV_974",0,0,0,0,0.0001030673,0,0,0,0,0,0,0,0,0,0.0002185315,0.0003715902,0,0,0,0,0,"3",3.3009e-05,0,9.31602613394198e-05
"931","ASV_975",0,0,0,0,0,0.0002527855,0.0006159779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",4.13696857142857e-05,0,0.00014272154943816
"932","ASV_976",0,0,0,0,0,0,0.0009641394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",4.59114e-05,0,0.000210392465761396
"933","ASV_977",0,0,0,0,0,0,0,0,0.0002552222,0,0,0,0.0001868266,0,0,0,8.994693e-05,0,0.0002591406,0,0,"4",3.76731585714286e-05,0,8.52884066604239e-05
"934","ASV_978",0,0,0,0,0,0,0,0,0,0.0008586148,0,0,0,0,0,0,0,0,0,0,0,"1",4.0886419047619e-05,0,0.000187365110181399
"935","ASV_979",0,0,0,0,0,0,0,0,0,0,0,0.0005278515,0,0,0,0,0,0,0,0,0,"1",2.51357857142857e-05,0,0.000115186640687904
"936","ASV_980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005096993,0,0.0004476065,0,0,"2",4.55859904761905e-05,0,0.000144309601583044
"937","ASV_981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001079363,0,0,0,0,"1",5.13982380952381e-05,0,0.000235536316658791
"938","ASV_982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008480965,0,0,"1",4.03855476190476e-05,0,0.000185069828946529
"939","ASV_983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001649077,0.0008037471,0,"2",4.6126419047619e-05,0,0.000177274275215048
"940","ASV_984",0.001153935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",5.49492857142857e-05,0,0.00025180926116947
"941","ASV_985",0,0.001543074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",7.34797142857143e-05,0,0.000336726352758014
"942","ASV_986",0,0.001543074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",7.34797142857143e-05,0,0.000336726352758014
"943","ASV_987",0,0,0.0004192081,0.000337109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",3.60151e-05,0,0.000114485604553236
"944","ASV_988",0,0,0,0,0,0,0,0.0009352037,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",4.45335095238095e-05,0,0.000204078178354894
"945","ASV_989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005911663,0,0,0,0,0,"1",2.81507761904762e-05,0,0.000129003062764618
"946","ASV_990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003042565,0.0005889559,0,0,"2",4.25339238095238e-05,0,0.000141677316774729
"947","ASV_991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003346822,0.0005653977,0,0,"2",4.28609476190476e-05,0,0.000140197798969041
"948","ASV_992",0,0.001498986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",7.13802857142857e-05,0,0.000327105562413289
"949","ASV_993",0,0.001498986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",7.13802857142857e-05,0,0.000327105562413289
"950","ASV_994",0,0.001498986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",7.13802857142857e-05,0,0.000327105562413289
"951","ASV_995",0,0,0.0002515249,0,0,0.0002916756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001143847,"3",3.1313580952381e-05,0,8.39142250027289e-05
"952","ASV_996",0,0,0,0.000314635,0,0,0,0,0,0,0,7.331271e-05,0,0,0,0,0,0,0,0,0.0002451101,"3",3.014561e-05,0,8.52540274552587e-05
"953","ASV_997",0,0,0,0,0.0003092018,0,0,0,0,0,0.0002889659,0,0,0,0,0,0,0,0,0.0001662925,0,"3",3.64028666666667e-05,0,9.45863883732027e-05
"954","ASV_998",0,0,0,0,0,0.0006611313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",3.14824428571429e-05,0,0.000144270677454979
"955","ASV_999",0,0,0,0,0,0,0.0003213798,0,0,0,0,0.0003225759,0,0,0,0,0,0,0,0,0,"2",3.06645571428571e-05,0,9.68487405051639e-05
"956","ASV_1000",0,0,0,0,0,0,0.0001339082,0,0,0,0,0,0,0,0,0,0,0,0.0006831888,0,0,"2",3.8909380952381e-05,0,0.000150480165474496
"957","ASV_1001",0,0,0,0,0,0,0,0.0009084836,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",4.32611238095238e-05,0,0.000198247374505999
"958","ASV_1002",0,0,0,0,0,0,0,0,0,0.0008109139,0,0,0,0,0,0,0,0,0,0,0,"1",3.86149476190476e-05,0,0.000176955920421041
"959","ASV_1003",0,0,0,0,0,0,0,0,0,0,0,0.0004985264,0,0,0,0,0,0,0,0,0,"1",2.37393523809524e-05,0,0.000108787379234944
"960","ASV_1004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005742758,0,0,0,0,0,"1",2.73464666666667e-05,0,0.000125317253489587
"961","ASV_1005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00080098,0,0,"1",3.81419047619048e-05,0,0.000174788165721225
"962","ASV_1006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005555828,"1",2.64563238095238e-05,0,0.000121238106467405
"963","ASV_1007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005555828,"1",2.64563238095238e-05,0,0.000121238106467405
"964","ASV_1008",0,0,0,0,0,0,0,0.0008817635,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",4.19887380952381e-05,0,0.000192416570657104
"965","ASV_1009",0,0,0,0,0,0,0,0.0008817635,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",4.19887380952381e-05,0,0.000192416570657104
"966","ASV_1010",0,0,0,0,0,0,0,0,0.0001766923,0.0005724098,0,0,0,0,0,0,0,0,0,0,0,"2",3.56715285714286e-05,0,0.000128870386639496
"967","ASV_1011",0,0,0,0,0,0,0,0,0.000530077,0.0001431025,0,0,0,0,0,0,0,0,0,0,0,"2",3.20561666666667e-05,0,0.00011829632225616
"968","ASV_1012",0,0,0,0,0,0,0,0,0,0,0.0007335289,0,0,0,0,0,0,0,0,0,0,"1",3.49299476190476e-05,0,0.000160069128985128
"969","ASV_1013",0,0,0,0,0,0,0,0,0,0,0,0.0004838639,0,0,0,0,0,0,0,0,0,"1",2.30411380952381e-05,0,0.000105587759419359
"970","ASV_1014",0,0,0,0,0,0,0,0,0,0,0,0,0.000685031,0,0,0,0,0,0,0,0,"1",3.26205238095238e-05,0,0.000149486019566252
"971","ASV_1016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219576,0,0,0,0.0005543084,0,"2",3.68516380952381e-05,0,0.000127857833989594
"972","ASV_1018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005392421,"1",2.56781952380952e-05,0,0.000117672273388426
"973","ASV_1019",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005392421,"1",2.56781952380952e-05,0,0.000117672273388426
"974","ASV_1020",0,0.00141081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",6.71814285714286e-05,0,0.00030786398172384
"975","ASV_1021",0,0,0,0.0007191658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",3.42459904761905e-05,0,0.00015693484360588
"976","ASV_1022",0,0,0,0,0.0004328826,0,0,0,0,0,0,0,0,0,0.000267094,0,0,0,0,0,0,"2",3.3332219047619e-05,0,0.000108488427230593
"977","ASV_1023",0,0,0,0,0.0006596306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",3.1410980952381e-05,0,0.000143943197867102
"978","ASV_1024",0,0,0,0,0.0001855211,0,0,0,0.0001177949,0,0.0003111941,0,0,0,0,0,0,0,0,8.314625e-05,0,"4",3.3221730952381e-05,0,8.02718606418751e-05
"979","ASV_1025",0,0,0,0,0,0.0002333405,0.0002142532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000196088,"3",3.06515095238095e-05,0,7.71598699573289e-05
"980","ASV_1026",0,0,0,0,0,0,0.0008570128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",4.08101333333333e-05,0,0.000187015525121241
"981","ASV_1027",0,0,0,0,0,0,0,0,0.0001766923,0,0,0,0,0,0.0001942502,0.000253357,0,0,0,0,0,"3",2.97285476190476e-05,0,7.56913340858887e-05
"982","ASV_1028",0,0,0,0,0,0,0,0,0,0.0007632131,0,0,0,0,0,0,0,0,0,0,0,"1",3.6343480952381e-05,0,0.000166546752482471
"983","ASV_1029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003885004,0.0002702474,0,0,0,0,0,"2",3.13689428571429e-05,0,0.000100822119574886
"984","ASV_1030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005404949,0,0,0,0,0,"1",2.57378523809524e-05,0,0.000117945656761314
"985","ASV_1031",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009594339,0,0,0,0,"1",4.56873285714286e-05,0,0.00020936564147889
"986","ASV_1032",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005396816,0,0.0003298153,0,0,"2",4.14046142857143e-05,0,0.000134913523733821
"987","ASV_1033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000973621,0,0,0,"1",4.63629047619048e-05,0,0.000212461520509457
"988","ASV_1034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000973621,0,0,0,"1",4.63629047619048e-05,0,0.000212461520509457
"989","ASV_1035",0.001022057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",4.8669380952381e-05,0,0.000223031122240928
"990","ASV_1036",0,0.001366723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",6.50820476190476e-05,0,0.000298243409597006
"991","ASV_1037",0,0,0.0002305645,0,0,0.0003889008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",2.94983476190476e-05,0,9.64703628436092e-05
"992","ASV_1038",0,0,0,0.0006966918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",3.31758e-05,0,0.000152030614740716
"993","ASV_1039",0,0,0,0,0.0006390172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",3.04293904761905e-05,0,0.000139444985208511
"994","ASV_1040",0,0,0,0,0,0.0006027962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2.8704580952381e-05,0,0.000131540915006273
"995","ASV_1042",0,0,0,0,0,0,0,0.0008283233,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",3.94439666666667e-05,0,0.000180754962959315
"996","ASV_1043",0,0,0,0,0,0,0,0,0,0.0007393627,0,0,0,0,0,0,0,0,0,0,0,"1",3.52077476190476e-05,0,0.000161342168513187
"997","ASV_1044",0,0,0,0,0,0,0,0,0,0,0.000155597,0,0,0,0,0,0,0,0,0.00066517,0,"2",3.90841428571429e-05,0,0.000147408035844144
"998","ASV_1045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005584693,0.0001351237,0,0,0,0,0,"2",3.30282380952381e-05,0,0.000123943176213737
"999","ASV_1046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007527195,0,0,0,0,0,0,"1",3.58437857142857e-05,0,0.000164256861229491
"1000","ASV_1047",0.0009890871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",4.70993857142857e-05,0,0.000215836500221636
"1001","ASV_1048",0,0.001322635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",6.2982619047619e-05,0,0.000288622619252282
"1002","ASV_1049",0,0.001322635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",6.2982619047619e-05,0,0.000288622619252282
"1003","ASV_1050",0,0,0,0,0.0006184037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2.94477952380952e-05,0,0.000134946750728132
"1004","ASV_1051",0,0,0,0,0,9.722519e-05,0,8.016032e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0003594947,"3",2.55657242857143e-05,0,8.10521814567048e-05
"1005","ASV_1052",0,0,0,0,0,0,0.0005624146,5.344021e-05,0,0,0,0.0001026378,0,0,0,0,0,0,0,0,0,"3",3.42139338095238e-05,0,0.000123514796224111
"1006","ASV_1053",0,0,0,0,0,0,0,0,0,0.0003816066,0,0,0,0,0,0.0002364665,0,0,0,0,0,"2",2.94320523809524e-05,0,9.57467605016881e-05
"1007","ASV_1054",0,0,0,0,0,0,0,0,0,0.0002862049,0,0,0.0003736533,0,0,0,0,0,0,0,0,"2",3.14218190476191e-05,0,0.000100198824451041
"1008","ASV_1056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000506714,0,0,0,0,0,"1",2.41292380952381e-05,0,0.000110574060033041
"1009","ASV_1057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009127696,0,0,0,"1",4.34652190476191e-05,0,0.000199182656383551
"1010","ASV_1058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004902201,"1",2.33438142857143e-05,0,0.000106974795973277
"1011","ASV_1059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004902201,"1",2.33438142857143e-05,0,0.000106974795973277
"1012","ASV_1060",0.0009561175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",4.55294047619048e-05,0,0.000208641943667711
"1013","ASV_1061",0.0009561175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",4.55294047619048e-05,0,0.000208641943667711
"1014","ASV_1062",0,0,0,0,0.0002061346,0,0,0,0,0,0,0,0,0,0,0,0,0.0005780874,0,0,0,"2",3.73439047619048e-05,0,0.000131793513435929
"1015","ASV_1063",0,0,0,0,0.0005977902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",2.84662e-05,0,0.000130448516247752
"1016","ASV_1064",0,0,0,0,0.0002679749,0,0,0,0,0.0003816066,0,0,0,0,0,0,0,0,0,0,0,"2",3.09324523809524e-05,0,9.93330245631513e-05
"1017","ASV_1065",0,0,0,0,0,0.0003111206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002124287,"2",2.4930919047619e-05,0,8.02712324286579e-05
"1018","ASV_1066",0,0,0,0,0,0,0,0.0001870407,0,0,0.0002000533,0,0,0,0,0,0,0,0,0,0.0002124287,"3",2.85487e-05,0,7.17690410886129e-05
"1019","ASV_1067",0,0,0,0,0,0,0,0,0.0005693419,0,0,0,0,0,0,0,0,0,0,0,0,"1",2.7111519047619e-05,0,0.000124240588240951
"1020","ASV_1068",0,0,0,0,0,0,0,0,0,0.0005008586,0,0,0.0001660681,0,0,0,0,0,0,0,0,"2",3.17584142857143e-05,0,0.000113414597075237
"1021","ASV_1069",0,0,0,0,0,0,0,0,0,0,0.0004223348,0,0,0,0,0.0001689047,0,0,0,0,0,"2",2.81542619047619e-05,0,9.75319356010352e-05
"1022","ASV_1070",0,0,0,0,0,0,0,0,0,0,8.89126e-05,0,0,0,0,0,0,0,0,0.0006928855,0,"2",3.7228480952381e-05,0,0.000151474521104137
"1023","ASV_1071",0,0,0,0,0,0,0,0,0,0,0,0.0004252137,0,0,0,0,0,0,0,0,0,"1",2.02482714285714e-05,0,9.27892365134402e-05
"1024","ASV_1072",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002815864,0,0.0002702474,0,0,0,0,0,"2",2.62778e-05,0,8.30131253604151e-05
"1025","ASV_1073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000704157,0,0,0,0,0,0,"1",3.35312857142857e-05,0,0.000153659654934906
"1026","ASV_1074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001857951,0,0,0.0003298153,0.0001108617,0,"3",2.98320047619048e-05,0,8.27343185004232e-05
"1027","ASV_1075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004898235,0,0,0,0,0,"1",2.33249285714286e-05,0,0.00010688825075801
"1028","ASV_1076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000882344,0,0,0,"1",4.2016380952381e-05,0,0.000192543246142386
"1029","ASV_1077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008037471,0,"1",3.82736714285714e-05,0,0.000175391996445297
"1030","ASV_1078",0.0009231479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",4.39594238095238e-05,0,0.000201447387113787
"1031","ASV_1080",0,0.001234459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",5.87837619047619e-05,0,0.000269381038562833
"1032","ASV_1081",0,0,0,0,0,0,0.0007498862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",3.57088666666667e-05,0,0.000163638584481085
"1033","ASV_1082",0,0,0,0,0,0,0.0003481614,0,0,0,0,0,0.0003113777,0,0,0,0,0,0,0,0,"2",3.14066238095238e-05,0,9.93626026495578e-05
"1034","ASV_1084",0,0,0,0,0,0,0,0,0,0.0004770082,0,0,0,0,0,0,0,0,0,0.0002217233,0,"2",3.32729285714286e-05,0,0.000112572021688345
"1035","ASV_1085",0,0,0,0,0,0,0,0,0,0.0006678115,0,0,0,0,0,0,0,0,0,0,0,"1",3.18005476190476e-05,0,0.000145728416605333
"1036","ASV_1086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000472933,0,0,0,0,0,"1",2.2520619047619e-05,0,0.000103202441482979
"1037","ASV_1088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004575388,"1",2.17875619047619e-05,0,9.98431516371077e-05
"1038","ASV_1089",0.0008901784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",4.23894476190476e-05,0,0.000194252852381651
"1039","ASV_1090",0,0,0,0,0.0002885884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003062571,0,0,"2",2.83259761904762e-05,0,8.95061719785172e-05
"1040","ASV_1091",0,0,0,0,0,0,0.0007231045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",3.44335476190476e-05,0,0.000157794338410152
"1041","ASV_1092",0,0,0,0,0,0,0,0,0.0001374274,0,0.0003556504,0,8.303406e-05,0,0,0,0,0,0,0,0,"3",2.74338980952381e-05,0,8.26024086671525e-05
